State,State_Code,District,District_C,Township,Township_C,VillageTra,VT_Code,VT_HH,VT_Pop,Village,Village_Co,Village_HH,Village_Fa,Village_Po,Pop_2001,Pop_2013,Name,Longitude,Latitude,Population,Pop_2011,pop_g_u,pop_g_r,ho_size_u,ho_size_r,mg_fl_cl,gr_ml_cm,Source
Magway,2,Minbu,202,Pwintphyu,20203,Kanzwe,20203019,621,5791,Zetagu,2020301903,54,59,785,785,,Zetagu,94.761004,20.321325,941,941,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Lehlagon,20203020,92,929,Lehlagon,2020302001,92,94,929,929,,Lehlagon,94.72868,20.313339,1114,1114,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kanthagyi,20203021,800,6250,Kanthagyi,2020302101,350,352,2822,2822,,Kanthagyi,94.693123,20.334065,3383,3383,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kanthagyi,20203021,800,6250,Lebila,2020302102,69,71,551,551,,Lebila,94.712613,20.321135,661,661,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kanthagyi,20203021,800,6250,Bawdigon,2020302103,69,75,502,502,,Bawdigon,94.718127,20.303737,602,602,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kanthagyi,20203021,800,6250,Ywathaya,2020302105,92,94,677,677,,Ywathaya,94.709285,20.327315,812,812,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywathitkon,20203023,280,3879,Ywathitkon,2020302301,135,135,1119,1119,,Ywathitkon,94.730773,20.282533,1341,1341,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywathitkon,20203023,280,3879,Meyin,2020302302,72,72,845,845,,Meyin,94.726679,20.275802,1013,1013,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywathitkon,20203023,280,3879,Thakutkon,2020302303,16,16,127,127,,Thakutkon,94.722975,20.279208,152,152,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kyitkaing,20203025,781,6875,Kyitkaing,2020302501,209,214,1116,1116,,Kyitkaing,94.608034,20.323036,1338,1338,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kyitkaing,20203025,781,6875,Maulebin,2020302504,125,129,713,713,,Maulebin,94.617256,20.329026,855,855,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Pyilongyaw,20203026,591,4157,Pyilongyaw,2020302601,275,268,1442,1442,,Pyilongyaw,94.630756,20.34186,1729,1729,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Pyilongyaw,20203026,591,4157,Magyizu,2020302602,83,75,306,306,,Magyizu,94.62239,20.332163,367,367,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Pyilongyaw,20203026,591,4157,Thategon,2020302603,62,68,298,298,,Thategon,94.620773,20.329977,357,357,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Pyilongyaw,20203026,591,4157,Kyaungzu,2020302604,40,32,160,160,,Kyaungzu,94.639598,20.340815,192,192,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Pyilongyaw,20203026,591,4157,Kinde,2020302605,122,125,1630,1630,,Kinde,94.644541,20.347184,1954,1954,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Pyilongyaw,20203026,591,4157,Shwelezu,2020302606,29,32,231,231,,Shwelezu,94.626573,20.338913,277,277,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kywetaga,20203031,270,2593,Pebin,2020303104,15,17,84,84,,Pebin,94.440708,20.330167,101,101,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywakhaing,20203032,589,4788,Ywakhaing,2020303201,225,225,1888,1888,,Ywakhaing,94.730106,20.425333,2263,2263,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywakhaing,20203032,589,4788,Yopauk,2020303202,47,47,395,395,,Yopauk,94.732958,20.42115,474,474,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywakhaing,20203032,589,4788,Kwetthit,2020303203,66,66,610,610,,Kwetthit,94.732578,20.427045,731,731,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywakhaing,20203032,589,4788,Kyigon,2020303204,74,74,707,707,,Kyigon,94.72944,20.422291,848,848,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Ywakhaing,20203032,589,4788,Thahtaygon,2020303205,184,184,1573,1573,,Thahtaygon,94.734574,20.430182,1886,1886,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Zidaw,20203033,360,2668,Zidaw,2020303301,289,296,2425,2425,,Zidaw,94.724021,20.40803,2907,2907,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Zidaw,20203033,360,2668,Kyaungzu,2020303302,71,77,443,443,,Kyaungzu,94.71575,20.407935,531,531,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Monzale,20203034,505,4682,Monzale,2020303401,293,296,2245,2245,,Monzale,94.628569,20.359544,2691,2691,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Monzale,20203034,505,4682,Nyaungbinzauk,2020303402,139,142,1503,1503,,Nyaungbinzauk,94.615925,20.351938,1802,1802,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Monzale,20203034,505,4682,Innet,2020303403,73,76,409,409,,Innet,94.609175,20.352033,490,490,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Letpanwe,20203035,442,3488,Letpanwe,2020303501,229,229,2046,2046,,Letpanwe,94.701489,20.398523,2453,2453,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Letpanwe,20203035,442,3488,Nankut,2020303502,76,76,409,409,,Nankut,94.701109,20.39396,490,490,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Letpanwe,20203035,442,3488,Pyaukseikkon,2020303503,90,91,645,645,,Pyaukseikkon,94.683996,20.399759,773,773,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Konezaung,20203039,1375,9835,Konezaung,2020303901,203,203,1352,1352,,Konezaung,94.771082,20.42115,1621,1621,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Konezaung,20203039,1375,9835,Thahtaytan,2020303902,247,247,1825,1825,,Thahtaytan,94.77498,20.422386,2188,2188,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Konezaung,20203039,1375,9835,Nyangan,2020303903,117,117,624,624,,Nyangan,94.774885,20.423717,748,748,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Konezaung,20203039,1375,9835,Seinban,2020303904,102,102,899,899,,Seinban,94.76899,20.420295,1078,1078,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Konezaung,20203039,1375,9835,Ywathit,2020303905,167,167,1407,1407,,Ywathit,94.77593,20.419344,1687,1687,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Konezaung,20203039,1375,9835,Kettan,2020303906,357,357,2809,2809,,Kettan,94.77536,20.428281,3368,3368,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Konezaung,20203040,788,7649,Anaukkaing,2020304001,154,157,1777,1777,,Anaukkaing,94.775265,20.412309,2130,2130,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Anaukkaing,20203040,788,7649,Sibintha,2020304002,143,146,1511,1511,,Sibintha,94.77536,20.417157,1811,1811,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Anaukkaing,20203040,788,7649,Ywatha,2020304004,119,122,1243,1243,,Ywatha,94.789335,20.404703,1490,1490,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Anaukkaing,20203040,788,7649,Ywatha Nyunt,2020304005,118,121,322,322,,Ywatha Nyunt,94.78848,20.40708,386,386,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Anaukkaing,20203040,788,7649,Ywathit,2020304006,233,236,783,783,,Ywathit,94.779163,20.418773,939,939,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Anaukkaing,20203040,788,7649,Sanpya,2020304007,126,126,1152,1152,,Sanpya,94.772127,20.419059,1381,1381,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Thayettaw,20203042,962,3801,Thayettaw,2020304201,395,398,2020,2020,,Thayettaw,94.81529,20.356787,2422,2422,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Thayettaw,20203042,962,3801,Mandalezu,2020304202,40,203,221,221,,Mandalezu,94.797226,20.372378,265,265,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Thayettaw,20203042,962,3801,Thapandan,2020304204,48,48,224,224,,Thapandan,94.794089,20.365819,269,269,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Thayettaw,20203042,962,3801,Minzan,2020304206,170,42,745,745,,Minzan,94.791712,20.364392,893,893,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kyaungdawya,20203050,979,6923,Kyaungdawya,2020305001,508,516,2574,2574,,Kyaungdawya,94.771989,20.364472,3086,3086,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kyaungdawya,20203050,979,6923,Buthi,2020305002,114,122,979,979,,Buthi,94.778038,20.363559,1174,1174,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kyaungdawya,20203050,979,6923,Zaunggyangon,2020305003,106,114,1173,1173,,Zaunggyangon,94.770131,20.369336,1406,1406,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kyaungdawya,20203050,979,6923,Kyaungdawya(2),2020305004,48,56,680,680,,Kyaungdawya(2),94.76918,20.365248,815,815,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Kyaungdawya,20203050,979,6923,Kyaukpadaung,2020305005,100,108,994,994,,Kyaukpadaung,94.767849,20.370762,1192,1192,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Minmyae,20203051,408,3923,Minmyae(1),2020305101,171,172,1720,1720,,Minmyae(1),94.791617,20.349846,2062,2062,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Minmyae,20203051,408,3923,Minmyae(2),2020305102,92,93,980,980,,Minmyae(2),94.793233,20.345473,1175,1175,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Minmyae,20203051,408,3923,Thittaw,2020305103,87,88,716,716,,Thittaw,94.792283,20.351748,858,858,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Pwintphyu,20203,Palandaw,20203052,593,3433,Palandaw,2020305201,250,250,1450,1450,,Palandaw,94.757486,20.395006,1738,1738,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kanbaung(W),20202019,240,3308,Paukseinpauk,2020201904,15,16,290,290,,Paukseinpauk,94.647681,20.583625,348,348,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kanbaung(W),20202019,240,3308,Paungmagyi,2020201905,24,24,335,335,,Paungmagyi,94.640551,20.583387,402,402,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kanbaung(W),20202019,240,3308,Magyigon,2020201906,21,21,319,319,,Magyigon,94.641858,20.583387,382,382,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kanbaung(W),20202019,240,3308,Myauktaw,2020201907,25,27,304,304,,Myauktaw,94.657069,20.580178,364,364,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kanbaung(W),20202019,240,3308,Medigon,2020201908,19,20,336,336,,Medigon,94.653385,20.582436,403,403,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kanbaung(W),20202019,240,3308,Myaunghla-o,2020201909,10,10,270,270,,Myaunghla-o,94.644472,20.581961,324,324,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kyat(S),20202020,742,5099,Kyat(S),2020202001,110,114,893,893,,Kyat(S),94.705012,20.659521,1071,1071,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kyat(S),20202020,742,5099,Zigon,2020202002,122,130,816,816,,Zigon,94.697678,20.647499,978,978,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kyat(S),20202020,742,5099,Pomogon,2020202004,36,36,271,271,,Pomogon,94.697558,20.64245,325,325,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kyat(S),20202020,742,5099,Porigon,2020202005,11,11,71,71,,Porigon,94.700804,20.640647,85,85,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kyat(S),20202020,742,5099,Shadaw,2020202007,26,26,292,292,,Shadaw,94.701285,20.654472,350,350,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kyat(S),20202020,742,5099,Thapangon,2020202009,16,16,135,135,,Thapangon,94.702607,20.656516,162,162,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Kyunnyo,20202028,494,5121,Bogon,2020202804,133,138,1075,1075,,Bogon,94.703449,20.657959,1289,1289,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Sinbyugyun,20202030,1168,6323,Sinbyugyun(1),2020203001,533,533,2929,2929,,Sinbyugyun(1),94.69659,20.663736,3511,3511,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Sinbyugyun,20202030,1168,6323,Sinbyugyun(2),2020203002,635,619,3398,3398,,Sinbyugyun(2),94.694095,20.656724,4074,4074,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Singyon,20202031,380,2882,Singyon,2020203101,275,277,1961,1961,,Singyon,94.645252,20.569139,2351,2351,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Singyon,20202031,380,2882,Shangon,2020203102,105,106,921,921,,Shangon,94.649173,20.573299,1104,1104,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Sonkon,20202035,367,2056,Sonkon,2020203501,102,103,663,663,,Sonkon,94.705622,20.661715,795,795,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Zayathla,20202036,146,1056,Kyeinmyaung,2020203602,28,28,306,306,,Kyeinmyaung,94.650124,20.588154,367,367,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Zayathla,20202036,146,1056,Shwele,2020203605,28,28,153,153,,Shwele,94.645846,20.584826,183,183,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Tawzai,20202049,631,4834,Tawzai,2020204901,326,320,1991,1991,,Tawzai,94.658918,20.506392,2387,2387,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Tawzai,20202049,631,4834,Letpagan,2020204902,135,137,1063,1063,,Letpagan,94.673773,20.497479,1274,1274,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Tawzai,20202049,631,4834,Okpokan,2020204903,135,136,1189,1189,,Okpokan,94.658918,20.504966,1425,1425,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Tawzai,20202049,631,4834,Kanywa,2020204904,35,35,591,591,,Kanywa,94.673773,20.504966,709,709,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Ta-nyaung,20202044,1262,8372,Ta-nyaung,2020204401,836,840,4454,4454,,Ta-nyaung,94.676507,20.844015,5340,5340,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Ta-nyaung,20202044,1262,8372,Tanhnapin,2020204402,97,97,862,862,,Tanhnapin,94.690886,20.84865,1033,1033,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Ta-nyaung,20202044,1262,8372,Le-thagon,2020204405,103,105,879,879,,Le-thagon,94.68637,20.84972,1054,1054,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Nwetamae,20202059,362,3007,Nwetamae,2020205901,362,364,3007,3007,,Nwetamae,94.684588,20.657912,3605,3605,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Paukyingon,20202061,177,1376,Letkokpin,2020206103,44,44,387,387,,Letkokpin,94.680191,20.569258,464,464,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Pandawgyi,20202063,310,1933,Ngapyawdaw,2020206302,38,39,253,253,,Ngapyawdaw,94.681973,20.653753,303,303,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Pandawgyi,20202063,310,1933,Nyaunggon,2020206303,22,22,150,150,,Nyaunggon,94.682567,20.639492,180,180,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Kywegyaung,2020206802,75,75,487,487,,Kywegyaung,94.676388,20.5506,584,584,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Kuto(N),2020206804,30,34,71,71,,Kuto(N),94.662365,20.571397,85,85,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Kuto(S),2020206805,45,45,63,63,,Kuto(S),94.653452,20.569615,76,76,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Sethushingan,2020206806,57,52,391,391,,Sethushingan,94.683756,20.539667,469,469,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Inbok,2020206807,112,109,586,586,,Inbok,94.681617,20.533606,703,703,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Paukkon,2020206808,37,37,255,255,,Paukkon,94.681617,20.537884,306,306,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Magyigon,2020206809,57,59,391,391,,Magyigon,94.684944,20.530279,469,469,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Magyibinbu,20202068,638,3343,Magyibinbu,2020206801,124,120,661,661,,Magyibinbu,94.689104,20.531229,792,792,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Mowun,20202070,125,740,Mowun(E),2020207001,37,38,235,235,,Mowun(E),94.679359,20.627014,282,282,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Mowun,20202070,125,740,Mowun(W),2020207003,57,53,308,308,,Mowun(W),94.680428,20.624519,369,369,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Myenu,20202072,536,4008,Myenu,2020207201,314,313,1963,1963,,Myenu,94.688391,20.902128,2353,2353,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Myenu,20202072,536,4008,Kangyi,2020207203,152,154,1285,1285,,Kangyi,94.652382,20.909496,1540,1540,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Myemagon,20202073,146,1006,Myemagon,2020207301,146,143,1006,1006,,Myemagon,94.67413,20.5916,1206,1206,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Yonbingan,20202078,640,4317,Yonbingan,2020207801,364,364,2156,2156,,Yonbingan,94.620177,20.52398,2585,2585,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Yonbingan,20202078,640,4317,Maunggauk,2020207802,198,195,1272,1272,,Maunggauk,94.593913,20.523267,1525,1525,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Ywamakaw,20202079,246,1684,Kyigon,2020207902,26,28,207,207,,Kyigon,94.675675,20.558681,248,248,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Ywamakaw,20202079,246,1684,Chintheu,2020207901,58,58,381,381,,Chintheu,94.674486,20.56189,457,457,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Thayargon,2020208202,79,80,710,710,,Thayargon,94.703959,20.671817,851,851,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Mingon,2020208203,21,22,379,379,,Mingon,94.703246,20.66944,454,454,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Seiktu,2020208204,46,48,513,513,,Seiktu,94.70384,20.675025,615,615,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Pyidawthar,2020208205,118,115,550,550,,Pyidawthar,94.698135,20.669915,659,659,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Phosu,2020208206,43,44,467,467,,Phosu,94.70075,20.670985,560,560,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Shadaw,2020208201,148,148,1691,1691,,Shadaw,94.698254,20.668014,2027,2027,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Ayesu,2020208207,29,30,379,379,,Ayesu,94.704315,20.667895,454,454,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shadaw(N),20202082,601,5596,Okpo,2020208208,117,123,907,907,,Okpo,94.701106,20.669083,1087,1087,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shanzu,20202084,410,2570,Shanzu,2020208401,26,28,290,290,,Shanzu,94.65155,20.563792,348,348,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shanzu,20202084,410,2570,Tegon,2020208402,27,27,343,343,,Tegon,94.65262,20.565574,411,411,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shanzu,20202084,410,2570,Ayadaw,2020208403,55,56,524,524,,Ayadaw,94.651075,20.56807,628,628,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shanzu,20202084,410,2570,Pabezu,2020208405,82,84,488,488,,Pabezu,94.654165,20.564505,585,585,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Kyitawsu,2020208602,27,27,216,216,,Kyitawsu,94.674605,20.610377,259,259,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Gongon,2020208603,40,41,330,330,,Gongon,94.672347,20.60289,396,396,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Tawdwin(E),2020208604,75,71,448,448,,Tawdwin(E),94.68435,20.618695,537,537,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Tawdwin(W),2020208605,31,32,234,234,,Tawdwin(W),94.68126,20.618458,281,281,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Tatpyin,2020208606,24,24,187,187,,Tatpyin,94.674249,20.611803,224,224,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Paunglaung,2020208607,58,58,339,339,,Paunglaung,94.673892,20.608356,406,406,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Myaungmagon,2020208609,16,16,151,151,,Myaungmagon,94.681141,20.621072,181,181,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Shwebontha,2020208601,27,28,262,262,,Shwebontha,94.679953,20.608832,314,314,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Shwebontha,20202086,444,3036,Thazi,2020208610,73,73,432,432,,Thazi,94.67817,20.617626,518,518,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Thayetchin,20202094,470,3768,Thayetchin,2020209401,185,187,508,508,,Thayetchin,94.691956,20.634858,609,609,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Thayetchin,20202094,470,3768,Thayettaw,2020209402,21,21,266,266,,Thayettaw,94.689579,20.650663,319,319,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Thayetchin,20202094,470,3768,Ywathitgyi,2020209403,50,52,401,401,,Ywathitgyi,94.689341,20.648881,481,481,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Thayetchin,20202094,470,3768,Ywathitkalay,2020209404,61,63,420,420,,Ywathitkalay,94.68637,20.646979,504,504,0.011,0.0122,5.48,6.67,1,19,DRD
Magway,2,Minbu,202,Salin,20202,Thayetchin,20202094,470,3768,Yanbogon,2020209405,52,54,1154,1154,,Yanbogon,94.683518,20.64282,1383,1383,0.011,0.0122,5.48,6.67,1,19,DRD
