State,State_Code,District,District_C,Township,Township_C,VillageTra,VT_Code,VT_HH,VT_Pop,Village,Village_Co,Village_HH,Village_Fa,Village_Po,Pop_2001,Pop_2013,Name,Longitude,Latitude,Population,Pop_2011,pop_g_u,pop_g_r,ho_size_u,ho_size_r,mg_fl_cl,gr_ml_cm,Source
Kayah,10,Baw-la-keal,1002,Baw-la-keal,100201,Bu-hku,10020104,34,279,Bu-hku,10020104001,34,34,279,279,,Bu-hku,97.2417365,19.2396564,350,350,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Baw-la-keal,1002,Baw-la-keal,100201,Nan-phe`,10020105,132,1114,Nam-hpe`,10020105001,57,57,454,454,,Nam-hpe`,97.2432048,19.1671477,569,569,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Ngwedaung,10010212,528,2714,daw-ngan-york,10010212004,121,128,621,621,,daw-ngan-york,97.1780135,19.5587068,778,778,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,sanpya6-mile,10010213,407,2098,dawbunganye,10010213005,73,78,374,374,,dawbunganye,97.2102423,19.6212006,469,469,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Ngwedaung,10010212,528,2714,dawgl0hku,10010212006,60,65,318,318,,dawgl0hku,97.1973046,19.5961337,398,398,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Dawpu-ku,10010205,196,1026,Dawglaw-li,10010205004,19,23,102,102,,Dawglaw-li,97.1206394,19.6346749,128,128,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Dawpu-ku,10010205,196,1026,Dawhkawhku,10010205005,22,26,116,116,,Dawhkawhku,97.1252959,19.6297497,145,145,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Ngwedaung,10010212,528,2714,dawhpu,10010212002,57,63,294,294,,dawhpu,97.1958029,19.5674859,368,368,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Dawpu-ku,10010205,196,1026,Dawlya-li,10010205002,20,23,105,105,,Dawlya-li,97.1156508,19.6440641,132,132,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Di-maw-hso,10010207,515,2645,dawngan-kha,10010207004,88,94,452,452,,dawngan-kha,97.1500009,19.551709,566,566,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Dawpu-ku,10010205,196,1026,Dawpi-ta,10010205003,16,19,87,87,,Dawpi-ta,97.1145501,19.6468534,109,109,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,sanpya6-mile,10010213,407,2098,dawposi,10010213004,79,84,401,401,,dawposi,97.2070078,19.6255902,502,502,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Dawpu-ku,10010205,196,1026,Dawpu-ku,10010205001,73,78,372,372,,Dawpu-ku,97.1176843,19.6405851,466,466,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Dawpu-ku,10010205,196,1026,Dawse,10010205006,28,31,148,148,,Dawse,97.1260123,19.6216903,185,185,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,ok,10010204,213,1045,Dawta-hse,10010204002,48,53,246,246,,Dawta-hse,97.1105204,19.664002,308,308,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Di-maw-hso,10010207,515,2645,Dawtamange,10010207007,70,76,361,361,,Dawtamange,97.1633387,19.5482912,452,452,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Di-maw-hso,10010207,515,2645,Di-maw-hso,10010207001,92,98,472,472,,Di-maw-hso,97.1575868,19.5460405,591,591,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Hse-hsu-le,10010205,207,1067,Hse-hsu-le,10010205008,57,63,292,292,,Hse-hsu-le,97.1350567,19.6121087,366,366,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Hse-hsu-le,10010205,207,1067,Hse-hsu-le(east),10010205009,43,47,221,221,,Hse-hsu-le(east),97.1377432,19.6152428,277,277,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Hse-hsu-le,10010205,207,1067,Hse-hsu-le(north),10010205010,52,57,271,271,,Hse-hsu-le(north),97.1349672,19.6145265,340,340,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Dawpu-ku,10010205,196,1026,Hse-le,10010205007,18,21,96,96,,Hse-le,97.1261019,19.6168547,120,120,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Di-maw-hso,10010207,515,2645,htulivila,10010207005,73,79,373,373,,htulivila,97.1515014,19.5377043,467,467,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,sintaung,10010201,390,2250,kaphpe hku,10010201005,50,70,416,416,,kaphpe hku,97.1076624,19.6789396,521,521,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Di-maw-hso,10010207,515,2645,khauk-pa-law,10010207006,65,71,334,334,,khauk-pa-law,97.1541689,19.5411221,418,418,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Hse-hsu-le,10010205,207,1067,kong-thar,10010205011,55,61,283,283,,kong-thar,97.1384595,19.5770057,355,355,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,ok,10010204,213,1045,kyaun-taw,10010204003,77,81,394,394,,kyaun-taw,97.1132964,19.6607335,494,494,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,sintaung,10010201,390,2250,le-wo,10010201002,50,57,250,250,,le-wo,97.0998577,19.7055101,313,313,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,namme-kon,10010203,221,1029,Myoma,10010203003,60,66,308,308,,Myoma,97.1164359,19.669264,386,386,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,namme-kon,10010203,221,1029,Myoma|(padaung),10010203004,44,49,224,224,,Myoma|(padaung),97.1156634,19.6661148,281,281,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,hpya-pyu,10010202,224,1150,Namsanghkam(west),10010202004,50,52,258,258,,Namsanghkam(west),97.1092461,19.6780582,323,323,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Ngwedaung,10010212,528,2714,Ngwedaung,10010212001,163,173,843,843,,Ngwedaung,97.1813634,19.5591688,1056,1056,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Di-maw-hso,10010207,515,2645,obuyi,10010207002,67,73,343,343,,obuyi,97.1585037,19.5430395,430,430,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,ok,10010204,213,1045,ok,10010204001,78,84,405,405,,ok,97.1162515,19.6581365,507,507,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Lobahku,10010210,225,1179,pani-hsaung,10010210005,32,36,167,167,,pani-hsaung,96.9190281,19.5313296,209,209,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Lobahku,10010210,225,1179,rahkubalaw,10010210006,28,33,147,147,,rahkubalaw,96.9410107,19.5475138,184,184,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Lobahku,10010210,225,1179,saungduhkupaa,10010210002,39,45,207,207,,saungduhkupaa,96.9516034,19.5410329,259,259,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,sintaung,10010201,390,2250,sintaung,10010201001,170,184,870,870,,sintaung,97.095422,19.7099567,1090,1090,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,Di-maw-hso,10010207,515,2645,tanan-au-kun,10010207003,60,66,310,310,,tanan-au-kun,97.1598375,19.5467907,388,388,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Demoso,100102,sintaung,10010201,390,2250,wi-sa-ku(north),10010201003,62,68,360,360,,wi-sa-ku(north),97.1053838,19.7049159,451,451,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,bawlakhae,1002,pharsaung,100202,pharsaung(collection),10020204,199,1806,nantak,10020204001,61,61,303,303,,nantak,97.2524908,18.8989396,380,380,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,bawlakhae,1002,pharsaung,100202,pharsaung,10020201,65,895,taung paw ywa,10020201001,38,38,456,456,,taung paw ywa,97.3136081,18.8729889,571,571,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Htipawso,10010304,343,2087,Dawnyehku,10010304001,36,42,203,203,,Dawnyehku,97.1261926,19.4732267,254,254,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Maprawse,10010301,358,1908,Dawse,10010301005,43,47,231,231,,Dawse,97.2055966,19.3412884,289,289,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Maprawse,10010301,358,1908,Dawsehku,10010301007,41,46,204,204,,Dawsehku,97.2052047,19.3280777,256,256,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Htipawso,10010304,343,2087,Hsisawhku,10010304005,78,102,493,493,,Hsisawhku,97.1425856,19.4887809,618,618,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Htipawso,10010304,343,2087,Htipawso,10010304002,46,47,254,254,,Htipawso,97.1351374,19.476005,318,318,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Hpruso,10010303,430,2812,Lawsya,10010303001,76,88,491,491,,Lawsya,97.1535511,19.38855,615,615,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Maprawse,10010301,358,1908,Maprawse,10010301002,43,48,216,216,,Maprawse,97.1984077,19.3525212,271,271,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Htipawso,10010304,343,2087,Ngwedaung(ywathit),10010304004,63,68,369,369,,Ngwedaung(ywathit),97.1409945,19.512569,462,462,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Hpruso,100103,Maprawse,10010301,358,1908,Tanawkalaw,10010301006,28,32,149,149,,Tanawkalaw,97.2138784,19.3332277,187,187,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,Law-pi-ta,10010102001,205,205,575,575,,Law-pi-ta,97.3298952,19.5480079,720,720,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,Law-pi-ta(shan),10010102002,216,216,1012,1012,,Law-pi-ta(shan),97.3221339,19.553255,1268,1268,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,Kyauk-taung,10010102003,45,45,202,202,,Kyauk-taung,97.3214783,19.5409022,253,253,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,Law-da-lay,10010102004,378,378,1172,1172,,Law-da-lay,97.3389683,19.5343435,1468,1468,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,Kan-ni,10010102005,50,50,142,142,,Kan-ni,97.3141679,19.5492785,178,178,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,Law-ka-htu,10010102006,115,115,502,502,,Law-ka-htu,97.3151515,19.5619592,629,629,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,No(1)project(lower),10010102007,140,140,415,415,,No(1)project(lower),97.3133151,19.5582503,520,520,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,No(1)project(upper),10010102008,140,140,415,415,,No(1)project(upper),97.3129267,19.556089,520,520,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,10mile,10010102009,90,90,820,820,,10mile,97.3105604,19.5596635,1027,1027,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,So-la-sal,10010102010,133,133,450,450,,So-la-sal,97.305204,19.5672062,564,564,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Lawpita,10010102,1712,6403,Mai-kang,10010102011,105,105,542,542,,Mai-kang,97.3059687,19.5937701,679,679,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Ma-htur-hku,10010103,347,1513,Daw-la-li,10010103003,,,75,75,,Daw-la-li,97.3094659,19.6331241,94,94,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Ma-htur-hku,10010103,347,1513,Wan-kum,10010103004,,,207,207,,Wan-kum,97.301486,19.6421972,259,259,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Ma-htur-hku,10010103,347,1513,Yea-ni-kan,10010103005,,,175,175,,Yea-ni-kan,97.2507656,19.6332324,219,219,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Ma-htur-hku,10010103,347,1513,Ta-ta-plu,10010103006,,,133,133,,Ta-ta-plu,97.2630085,19.630281,167,167,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Ma-htur-hku,10010103,347,1513,Zayat-hpu,10010103007,,,290,290,,Zayat-hpu,97.257106,19.6125717,363,363,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Ma-htur-hku,10010103,347,1513,4mile-Sanpya,10010103008,,,210,210,,4mile-Sanpya,97.2632275,19.6130091,263,263,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Pan-kang,10010104001,,,606,606,,Pan-kang,97.2078061,19.633013,759,759,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Htu-du-ngan-tha,10010104002,,,450,450,,Htu-du-ngan-tha,97.2067128,19.6429608,564,564,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Ywa-dan-shae,10010104003,,,606,606,,Ywa-dan-shae,97.2059474,19.6538924,759,759,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Saight-kung-3,10010104004,,,226,226,,Saight-kung-3,97.1957817,19.6393532,283,283,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Sun-born,10010104005,,,117,117,,Sun-born,97.2179721,19.6327946,147,147,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Nam-baw-wan(shan),10010104006,,,310,310,,Nam-baw-wan(shan),97.2211416,19.6583746,388,388,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Nam-baw-wan(gorakha),10010104007,,,478,478,,Nam-baw-wan(gorakha),97.2227968,19.654708,599,599,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Acra-500,10010104008,,,631,631,,Acra-500,97.2323436,19.6479774,791,791,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Pankang,10010104,763,4381,Mong-pya,10010104009,,,558,558,,Mong-pya,97.179947,19.667876,699,699,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Kyi-kai,10010105,881,5140,Htay-tha-ma,10010105001,,,1252,1252,,Htay-tha-ma,97.2274996,19.6873688,1569,1569,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Kyi-kai,10010105,881,5140,Daw-hsaw-pi,10010105002,,,607,607,,Daw-hsaw-pi,97.233234,19.6895746,760,760,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Kyi-kai,10010105,881,5140,Daw-glo-hku,10010105003,,,339,339,,Daw-glo-hku,97.2387906,19.6844465,425,425,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Kyi-kai,10010105,881,5140,Nan-kut,10010105004,,,572,572,,Nan-kut,97.237599,19.6775933,717,717,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Kyi-kai,10010105,881,5140,Lwal-tamu-kong,10010105009,,,364,364,,Lwal-tamu-kong,97.221509,19.7186124,456,456,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Kyi-kai,10010105,881,5140,Daw-ta-cha,10010105010,,,572,572,,Daw-ta-cha,97.272062,19.6560414,717,717,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Daw-paw-gle,10010107,465,2631,Htay-ngalya,10010107001,,,986,986,,Htay-ngalya,97.1859046,19.693732,1235,1235,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Daw-paw-gle,10010107,465,2631,Bar-do,10010107002,,,545,545,,Bar-do,97.1871959,19.6858857,683,683,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Daw-paw-gle,10010107,465,2631,Hpya-ni,10010107004,,,446,446,,Hpya-ni,97.1340613,19.7097217,559,559,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Daw-paw-gle,10010107,465,2631,Daw-paw-gle(nge),10010107005,,,255,255,,Daw-paw-gle(nge),97.1567056,19.6964132,319,319,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Daw-paw-gle,10010107,465,2631,Daw-paw-gle(gyi),10010107006,,,216,216,,Daw-paw-gle(gyi),97.1544212,19.7048554,271,271,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,No-ko,10010108,307,1285,Ye-yo,10010108004,,,139,139,,Ye-yo,97.1806098,19.7114445,174,174,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,No-ko,10010108,307,1285,Daw-hse,10010108005,,,75,75,,Daw-hse,97.1896781,19.7239255,94,94,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Byar-ka-ne,10010109001,,,98,98,,Byar-ka-ne,97.2181065,19.7204783,123,123,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,3mile(sanpya),10010109003,,,90,90,,3mile(sanpya),97.2183804,19.7263096,113,113,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Aung-tha-pay-kong,10010109004,,,260,260,,Aung-tha-pay-kong,97.2163895,19.7916812,326,326,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Karan-kyat-hku,10010109005,,,90,90,,Karan-kyat-hku,97.2154479,19.7517052,113,113,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Kyauk-gyi-taung,10010109007,,,147,147,,Kyauk-gyi-taung,97.2164559,19.7960176,184,184,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Karan-tharyar(south),10010109009,,,387,387,,Karan-tharyar(south),97.2118055,19.791793,485,485,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Karan-tharyar(north),10010109010,,,195,195,,Karan-tharyar(north),97.2142522,19.7985344,244,244,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Mhay-ni-kong,10010109011,,,251,251,,Mhay-ni-kong,97.2089699,19.7137696,314,314,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Daw-khor-hku,10010109013,,,197,197,,Daw-khor-hku,97.1965352,19.7349902,247,247,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Padange,10010109015,,,275,275,,Padange,97.217089,19.7415553,345,345,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Noar-la-wo,10010109016,,,376,376,,Noar-la-wo,97.2109309,19.7663852,471,471,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Noar-la-wo(sanpya),10010109017,,,427,427,,Noar-la-wo(sanpya),97.2116262,19.7627104,535,535,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Noar-la-wo,10010109,1139,4474,Htee-thu-kull,10010109018,,,202,202,,Htee-thu-kull,97.214713,19.7571373,253,253,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Loi-lem-lay,10010111,899,4125,Loi-lem-lay,10010111001,,,129,129,,Loi-lem-lay,97.2170864,19.8760351,162,162,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Loi-lem-lay,10010111,899,4125,Hti-ye,10010111002,,,75,75,,Hti-ye,97.2058637,19.8739491,94,94,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Loi-lem-lay,10010111,899,4125,Pook-ta-na,10010111003,,,22,22,,Pook-ta-na,97.2192716,19.8629248,28,28,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Loi-lem-lay,10010111,899,4125,Daw-ta-naw,10010111004,,,175,175,,Daw-ta-naw,97.2113265,19.8534892,219,219,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Loi-lem-lay,10010111,899,4125,Kong-hsut,10010111005,,,290,290,,Kong-hsut,97.2162931,19.8132646,363,363,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Loi-lem-lay,10010111,899,4125,Kyaung-kong-lay,10010111006,,,148,148,,Kyaung-kong-lay,97.217619,19.8099932,185,185,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,Loikaw,1001,Loikaw,100101,Loi-lem-lay,10010111,899,4125,Kyauk-gyi(north),10010111007,,,200,200,,Kyauk-gyi(north),97.2164919,19.805319,251,251,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,,,,,,,,,,,,,,77286,,Loikaw,97.21,19.674167,96830,96830,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,,,,,,,,,,,,,,4904,,Bawlakhe,97.337222,19.174167,6144,6144,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,,,,,,,,,,,,,,5578,,Demoso,97.158889,19.538333,6989,6989,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,,,,,,,,,,,,,,2933,,Hpasawng,97.315833,18.870556,3675,3675,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Kayah,10,,,,,,,,,,,,,,3269,,Hpruso,97.122778,19.413333,4096,4096,0.0157,0.0151,5.5,5.88,1.14,20,DRD
Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Myingagon,0,1002,877,5897,5897,,Myingagon,95.511177,16.331581,6810,6810,0.0063,0.0096,5.17,5.43,1,19,DRD
Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Thayagon,0,95,90,550,550,,Thayagon,95.498814,16.323949,635,635,0.0063,0.0096,5.17,5.43,1,19,DRD
Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Tingokgyi,0,27,20,156,156,,Tingokgyi,95.508964,16.324865,180,180,0.0063,0.0096,5.17,5.43,1,19,DRD
Ayeyarwady,0,Phyapon,0,Bogale,0,Thanlaik,0,399,1992,Thanlaik,0,86,109,422,422,,Thanlaik,95.479965,16.322576,487,487,0.0063,0.0096,5.17,5.43,1,19,DRD
Ayeyarwady,0,Phyapon,0,Bogale,0,Thanlaik,0,399,1992,Wegyi,0,41,47,233,233,,Wegyi,95.472868,16.320133,269,269,0.0063,0.0096,5.17,5.43,1,19,DRD
Ayeyarwady,0,Phyapon,0,Bogale,0,Thanlaik,0,399,1992,E_ywa,0,54,46,235,235,,E_ywa,95.472028,16.321812,271,271,0.0063,0.0096,5.17,5.43,1,19,DRD
Ayeyarwady,0,Phyapon,0,Bogale,0,Thanlaik,0,399,1992,Ashe_kwin,0,74,75,375,375,,Ashe_kwin,95.491717,16.319981,433,433,0.0063,0.0096,5.17,5.43,1,19,DRD
